,building_name,building_price,building_beds,building_baths,redfin_estimates,building_location,property_type,property_size,property_story,walking_score,transit_score,bike_score,building_description,building_website
46,"""79-78 77 Rd""","""$1,499,000""","""8Beds""","""4Baths""","""$1,426,479""","""Glendale,NY""","""Multi-Family (2-4 Unit)""","""3,432""","""2""","""83""","""63""","""78""","""Well Maintained Four Family Brick House with 1 Car Garage. (House 22x78, Lot 28x100+Garage & Parking on Separate Lot )  Building Was Completely Renovated in 2020 With New Kitchens, New Bathrooms, New Windows, New Water Heater and Boiler, Upgraded Plumbing and Electrical, Recessed Lighting, Wood Floors. Each unit has a Living Room, Eat-In-Kitchen, 2 Bedrooms and Full Bath. Basement is Full Size, With High Ceilings and Separate Outside Entrance. Close to Shopping, Schools, Transportation. Atlas Mall, Forest Park, P.S. 119 (preK-8), Transportation; Buses/Subway/& Jackie Robinson Pkwy, drive to L/M train, Q29, Q47, Q55, Q54, Express Busses to NYC. Great investment, good for 1031 exchange or for Primary Residance with Reantal Income. 3 Apts. will be Vacant, Apt B2 is Rented at $2200/month. Estimated Rental Income $109,000. Easy To Show. Virtual Toul Available On Request.""",https://www.redfin.com/NY/Flushing/79-78-77th-Rd-11385/home/20874588
47,"""80-41 242nd St""","""$599,000""","""2Beds""","""1Bath""","""$572,003""","""Bellerose,NY""","""Single Family Residential""","""832""","""1""","""61""","""52""","""62""","""Great Local!  Near All!  Nice Ranch home & Yard.  Needs some work,  Sold as is.  All information including taxes etc. not guaranteed and should be verified by buyer.""",https://www.redfin.com/NY/Jamaica/80-41-242nd-St-11426/home/20803120
48,"""76-14 Springfield Blvd Blvd""","""$345,000""","""2Beds""","""1Bath""","""$340,951""","""Bayside,NY""","""Condo/Co-op""",NA,—,"""74""","""62""","""68""","""Welcome to this beautiful sun drenched 2-bedroom 1 bathroom co-op. This bright and spacious first floor unit is located within a cul-de-sac in Windsor Oaks. This home features large windows, fresh crown moldings, and brand new flooring. This home has a large master bedroom, and second bedroom, with a newly updated bathroom vanity. Corner unit makes it great for outdoor entertainment, BBQ, gardening. Kitchen features all marble tile and hard wood cabinets. Close to all shops, public transportation, and highways. School district 26, no flip tax, sub-leasing allowed. Located directly across the street from Alley Pond Park, bring your pets and move right in!""",https://www.redfin.com/NY/Oakland-Gardens/76-14-Springfield-Blvd-11364/Uppr/home/20624268
49,"""58-03 Calloway St Unit 3A""","""$195,000""","""1Bed""","""1Bath""","""$194,366""","""Corona,NY""","""Condo/Co-op""",NA,—,"""93""","""90""","""76""","""Priced to sell, move-in ready one-bedroom in a well-maintained co-op with low maintenance that includes tax and all utilities except electricity. Apartment comes with an open kitchen with stainless steel appliances, hardwood floors throughout. Building features part-time security personnel, renovated hallways and lobby. Sublet after 3 years, no pets. Located near all amenities including public transportation, shopping and major highways.""",https://www.redfin.com/NY/Corona/58-03-Calloway-St-11368/unit-3A/home/20659639
50,"""238-15 95th Ave""","""$679,000""","""3Beds""","""2.5Baths""","""$670,147""","""Floral Park,NY""","""Single Family Residential""","""1,289""","""1""","""70""",NA,"""59""","""Warm And Inviting, Sunny, Well Built Brick Sprawling One Of A Kind 3 Br, 2.5 Bath Ranch With Room For Mom(proper permits required) In Very Desireable  Floral Park Location. Oversized Inside Corner Lot! Convenient To All. Many Updates and Many Extras,  Move In Condition, Priced Perfectly For Today's Market. Don't Miss Seeing This One!! Will Not Last!""",https://www.redfin.com/NY/Floral-Park/23815-95th-Ave-11001/home/20477848
51,"""88-22 Hollis Court Blvd""","""$795,000""","""4Beds""","""2.5Baths""","""$777,461""","""Queens Village,NY""","""Single Family Residential""","""1,298""","""2""","""73""","""68""","""51""","""This home features all over hardwood floor,  a porch area, large living room with a working fireplace, a large dining room and kitchen, half bath and access to the backyard. The 2nd floor has 3 Bedrooms, and a full bath. Attic has also large bedroom.  The basement is finished. Must see to appreciate.""",https://www.redfin.com/NY/Jamaica/88-22-Hollis-Ct-Blvd-11427/home/20749279
52,"""212 Nichols Avenue Ave""","""$920,000""","""5Beds""","""3Baths""","""$882,949""","""Brooklyn,NY""","""Multi-Family (2-4 Unit)""","""2,284""","""2""","""89""","""81""","""61""","""Great investment property - 2 family house   1st floor - Living room, formal dining room kitchen, full bath, two bedrooms.  2nd floor - Living room, formal dining room kitchen, full bath, three bedrooms.  Finished basement""",https://www.redfin.com/NY/Brooklyn/212-Nichols-Ave-11208/unit-1/home/40763388
53,"""3258 Cambridge Ave""","""$1,495,000""","""8Beds""","""6Baths""","""$1,401,578""","""BRONX,NY""","""Multi-Family (2-4 Unit)""","""2,700""","""2""","""95""",NA,"""40""",NA,https://www.redfin.com/NY/The-Bronx/3258-Cambridge-Ave-10463/home/44762552
54,"""69 Dehart Ave""","""$830,000""","""6Beds""","""2Baths""","""$793,460""","""Staten Island,NY""","""Multi-Family (2-4 Unit)""","""2,408""","""2""","""55""","""56""","""34""","""6/6 Detached 2 Family house . Renovated in 2016 . building size 28* 42 . lot size 40* 100. There are two suites 3 bedrooms and 1 living room and eat in kitchen . Close to highways and VZ bridge . Great investment.""",https://www.redfin.com/NY/Staten-Island/69-Dehart-Ave-10303/home/56135878
55,"""116-11 E Curzon Rd Ph -7E""","""$729,000""","""2Beds""","""2Baths""","""$721,733""","""Kew Gardens,NY""","""Condo/Co-op""","""1,007""","""9""","""92""","""94""","""57""","""Southern exposure 1050 sqft penthouse, two-bedroom,two-bath, two private balconies, washer/dryer in the utility room. Amenities include a gym, a community room, common roof. Top terrace and indoor garage. Near shopping and transportation. One block to Forest Park and Metropolitan Ave.""",https://www.redfin.com/NY/Jamaica/116-11-Curzon-Rd-11418/unit-7E/home/40220493
56,"""106 Ambassador Ln""","""$674,000""","""3Beds""","""4Baths""","""$629,644""","""Staten Island,NY""","""Multi-Family (2-4 Unit)""","""2,565""","""3""","""46""","""55""","""39""","""Public Remarks: Just move right in to this Very spacious Beautiful  One Family semi-attached home on the South Shore In Pleasant Plains , this 3 Bedroom Home features x-Large EIK Granite Ss Appliances W/ Fireplace SGD to A new beautiful  Deck for entertaining , Living Rm/Dining Rm w/ Hardwood floors , Master suite w/ pvt bath , large size Bedrooms , Full Hall Bath , attic for storage , Family Room, W/ 1/2 Bath , washer/Dryer area , 1 car garage , Backyard is great for entertaining w/ pool 2 years young ! Home has full camera And security system, new Roof, &  Air conditioning. Call Today its A Must See !""",https://www.redfin.com/NY/Staten-Island/106-Ambassador-Ln-10309/home/56072844
57,"""555 Steuben St""","""$938,000""","""3Beds""","""2Baths""","""$902,568""","""Staten Island,NY""","""Single Family Residential""","""1,350""","""1""","""38""","""74""","""28""","""Public Remarks: Welcome to 555 Steuben Street all Brick Ranch in sought after Grasmere location. Oversized ''cambridge'' driveway leads to an inviting porch entry. 1st level features open living space concept where LR, DR and kitchen flow seamlessly. Kitchen is equipped with SS applicances, cherry wood glass cabinets, granite countertops and an island for entertaining. Masterbedroom has space for en suite bathroom and features a door that spills out to a private terrace. Two additional bedrooms and a full bath complete this level. Lower level provides ample space suited for a wide range of uses including:  guest space or multigenerational living. Resort like backyard is built for entertaining and enjoying- complete w/ inground pool. Minutes from VNB and just steps from X bus.""",https://www.redfin.com/NY/Staten-Island/555-Steuben-St-10305/home/56123641
58,"""Unit at 4050 Nostrand Ave""","""$445,000""","""1Bed""","""1Bath""",NA,"""Brooklyn,NY""","""Condo/Co-op""","""575""","""5""","""84""","""73""","""61""","""Welcome to 4050 Nostrand Avenue #2E  This one bedroom condo is located in a boutique condo building located in prime Sheepshead Bay right off of Emmons Avenue. This corner unit has a large airy and open lay out featuring a dining area, living room and large open kitchen with a great sized bedroom with plenty of closets and a large full bathroom. There are windows galore and two balconies, you'll enjoy a ton of natural sunlight a partial bay views. The building features a common courtyard, storage and secured entry. Located just off of Emmons Avenue you are in prime Sheepshead Bay, near all of the restaurants and night life it is renowned for. This is one of the best deals in the neighborhood right now and will be honest very quickly. Low common charges and taxes as well.""",https://www.redfin.com/NY/Brooklyn/4050-Nostrand-Ave-11235/home/40909333
59,"""Unit at 348 W 56th St""","""$399,000""","""1Bed""","""1Bath""",NA,"""New York,NY""","""Condo/Co-op""",NA,—,"""100""","""100""","""87""","""Welcome to 346-352 W 56th St. One of the best priced one bedroom apartments in Hell's Kitchen. Photos and floor plan coming soon. This loft-like one-bedroom residence will welcome you home. Upon entering, the living room features an oversized closet with storage above and southern exposure. The adjacent windowed kitchen features an open design with abundant cabinets and breakfast bar. High ceilings and wood floors give a bright and airy feeling throughout the residence. The bedroom with southern exposure is spacious featuring abundant closet with storage space and is very quiet. 346-352 W 56th Street is a well-maintained elevator building featuring a laundry room, super and is totally pet friendly. Within close proximity to the A, B, C, D and 1 trains and other transportation. Situated in bustling Hell's Kitchen with shopping, fabulous restaurants, Time Warner Center, and Columbus Circle to name a few. as well as all of the fabulous restaurants this area has to offer. With your safety and convenience in mind, all open houses are by appointment only. Private showings and virtual tours are available.""",https://www.redfin.com/NY/New-York/348-W-56th-St-10019/home/173643672
60,"""Unit at 23 E 10th St""","""$750,000""","""1Bed""","""1Bath""",NA,"""New York,NY""","""Condo/Co-op""",NA,—,"""100""","""100""","""94""","""Soaring and spacious, this prewar one bedroom has been renovated and is now available. There is simply no wasted space in Residence 4H. Upon entrance your eyes will be filled with high ceilings, excellent hardwood floors, and a dining area with an eight person table. The living room is a five piece set. A wall of closets might provide more storage than you can use. The kitchen has a dishwasher, white windowed cabinets and a white subway tile backsplash, and stainless appliances, with Caesarstone countertops. Your bathroom was recently renovated with top of the line tile and all new fixtures. The tub was removed and updated with a glass paneled shower stall. There is additional shelving and glass tile walls. The bedroom has a massive finished closet, a very high window, and additional floating shelves. You can easily fit any sized bed. The Albert is an historic pre-war residence known for its excellent staff, fantastic location, and legendary history.""",https://www.redfin.com/NY/New-York/23-E-10th-St-10003/home/45172930
61,"""33 Forrestal Ave""","""$675,000""","""3Beds""","""2Baths""","""$665,698""","""Staten Island,NY""","""Single Family Residential""","""2,416""","""2""","""23""","""61""","""32""","""Public Remarks: Just listed beautiful detached contemporary  boasts 2,400 square feet for easy living with 3 bedroom rooms open floor plan bonus second story living space makes this house a smart choice. Beautiful yard, pavers, inground pool close to transportation.""",https://www.redfin.com/NY/Staten-Island/33-Forrestal-Ave-10312/home/56138627
62,"""2115 W 9th St""","""$950,000""","""3Beds""","""2Baths""","""$921,657""","""Brooklyn,NY""","""Multi-Family (2-4 Unit)""","""1,380""","""2""","""94""","""100""","""73""","""Welcome to this solid Brick, semi-detached, two family house nestled in a quiet and beautiful neighbor in Prime Gravesend. This two stories property is 15x50 building on a 20x100 lot, R5 zoning. Level one and basement is a reverse duplex featuring a kitchen, dining room, full bathroom on the lower level. Level one features a living room with hardwood flooring throughout and 2 bedrooms. Level two features a living room, dining area, kitchen with stainless steel appliances, gorgeous granite countertop, 1 large bedroom that can be easily converted to a 2 bedroom, and a nicely tiled full bathroom. This house has been impeccably kept and is in good, move-in condition. This semi-detached property features lots of windows, expect lots of natural sunlight! Outside, there is a large backyard. This property is conveniently located near minutes to notorious 86 Street with restaurants, shops, supermarkets and so many more amenities nearby. Public transportation is also available: N,Q,W, Trains, B3 buses. Good school district: PS 95 The Gravesend School. Situated between Avenue U and Lake Place. Don't miss out on this wonderful opportunity to own this legal 2 family house!""",https://www.redfin.com/NY/Brooklyn/2115-W-9th-St-11223/home/40854634
63,"""30 Madsen Ave""","""$1,300,000""","""5Beds""","""5Baths""","""$1,245,451""","""Staten Island,NY""","""Townhouse""","""2,799""","""2""","""69""","""58""","""45""","""Public Remarks: Two family Newly constructed in 2020! This side hall colonial in Richmond Valley has been meticulously designed with attention to details and high-end finishes. Many large windows throughout out this home which allows for an abundance of natural light . This 5 Bedroom 5 Bath custom built home sits on an oversized 5,840 square foot lot! Elegant two story foyer has a beautiful mechanical chandelier upon entering. The foyer leads you to the stunning formal dining room with 10 foot ceilings, hardwood floors, and high hats galore! This home has an open concept living room and eat in kitchen with gas fire place, quartz counter tops, and subway title back splash. Sliding glass doors lead to the deck and large yard, great for entertaining! The front and back yard has a sprinkler system as well as the gas line to hook up a grill for barbecues with the family on summer days. Equipped for an in ground pool as well as a separate panel outside set up for outdoor electric!The Main Unit Has 4 Bedrooms and 4 baths, Two full baths are located upstairs, The Master Bedroom has a walk in closet as well as a private bath with Jacuzzi tub. Second full bath also has a separate shower, All 3 bedrooms have double door closets with plenty of storage space. Full finished basement, currently set up as an office space, can be used as an extra play room and or bedroom, laundry room and 1/2 bath in basement, equipped with sub pumps. Driveway can fit up to 3 cars! This home truly has it all! Equipped with 2 zones for AC and 3 zones for heat. The second unit has hardwood floors throughout, a large 1 Bedroom and 1 full bath. This home is a must see! Minutes from Brick town Centre At Charleston as well as the shop right plaza, target and much more! On a quiet block while being minutes from all major highways!""",https://www.redfin.com/NY/Staten-Island/30-Madsen-Ave-10309/home/56020739
